attrInteger,attrInteger,attrInteger,attrInteger
735208,485,73520800,735209
1004591,896,100459100,1004592
1546840,520,154684000,1546841
1913707,562,191370700,1913708
1820220,751,182022000,1820221
1326664,841,132666400,1326665
1916323,506,191632300,1916324
361762,557,36176200,361763
1392101,374,139210100,1392102
990537,525,99053700,990538
1167527,571,116752700,1167528
207957,802,20795700,207958
1658995,453,165899500,1658996
1268214,714,126821400,1268215
622307,694,62230700,622308
856483,680,85648300,856484
48239,753,4823900,48240
1029337,984,102933700,1029338
1520409,280,152040900,1520410
469205,172,46920500,469206
542369,368,54236900,542370
1659141,907,165914100,1659142
802535,40,80253500,802536
1158979,240,115897900,1158980
1830551,447,183055100,1830552
177252,55,17725200,177253
932332,461,93233200,932333
1772635,39,177263500,1772636
930302,293,93030200,930303
1029875,775,102987500,1029876
1131059,377,113105900,1131060
1509150,422,150915000,1509151
1316793,640,131679300,1316794
1604943,697,160494300,1604944
443428,511,44342800,443429
237863,111,23786300,237864
998924,227,99892400,998925
921003,564,92100300,921004
1972643,19,197264300,1972644
502501,905,50250100,502502
190158,679,19015800,190159
1990370,721,199037000,1990371
60409,363,6040900,60410
1822471,978,182247100,1822472
1803572,437,180357200,1803573
736055,741,73605500,736056
321332,901,32133200,321333
1699416,346,169941600,1699417
710414,344,71041400,710415
376159,77,37615900,376160
882242,183,88224200,882243
1229469,721,122946900,1229470
642450,442,64245000,642451
342934,326,34293400,342935
1212550,920,121255000,1212551
1024515,524,102451500,1024516
29904,24,2990400,29905
1395950,445,139595000,1395951
781182,988,78118200,781183
584182,216,58418200,584183
1282541,998,128254100,1282542
327154,110,32715400,327155
918444,330,91844400,918445
1895881,724,189588100,1895882
244733,167,24473300,244734
326264,955,32626400,326265
1967356,688,196735600,1967357
1948475,175,194847500,1948476
409213,48,40921300,409214
1754274,215,175427400,1754275
938274,674,93827400,938275
409292,483,40929200,409293
1657974,101,165797400,1657975
766890,250,76689000,766891
23034,128,2303400,23035
1622678,978,162267800,1622679
1651690,923,165169000,1651691
45296,906,4529600,45297
497999,974,49799900,498000
626151,640,62615100,626152
1290322,417,129032200,1290323
203278,592,20327800,203279
1755006,419,175500600,1755007
141157,529,14115700,141158
1394026,68,139402600,1394027
1897462,782,189746200,1897463
1500883,70,150088300,1500884
960191,733,96019100,960192
333850,467,33385000,333851
981004,172,98100400,981005
547386,435,54738600,547387
1677879,399,167787900,1677880
933980,390,93398000,933981
1430592,991,143059200,1430593
1884674,172,188467400,1884675
1283802,841,128380200,1283803
874638,766,87463800,874639
1288736,783,128873600,1288737
458628,158,45862800,458629
559574,342,55957400,559575
602017,375,60201700,602018
1051609,457,105160900,1051610
563801,881,56380100,563802
1287349,587,128734900,1287350
1935597,82,193559700,1935598
866030,212,86603000,866031
624811,594,62481100,624812
438776,86,43877600,438777
1310862,233,131086200,1310863
702506,35,70250600,702507
1291183,758,129118300,1291184
209820,804,20982000,209821
1544654,204,154465400,1544655
245609,571,24560900,245610
113604,454,11360400,113605
1310459,480,131045900,1310460
3526,334,352600,3527
106078,750,10607800,106079
1858555,772,185855500,1858556
792448,232,79244800,792438
345092,530,34509200,345093
1158837,302,115883700,1158838
632750,863,63275000,632751
632527,616,63252700,632528
1599950,619,159995000,1599951
1474580,673,147458000,1474581
1000181,394,100018100,1000182
627166,309,62716600,627167
1563708,460,156370800,1563709
620677,580,62067700,620678
1859515,127,185951500,1859516
1889314,495,188931400,1889315
1120911,625,112091100,1120912
1574937,581,157493700,1574938
1525348,379,152534800,1525349
6142,925,614200,6143
1661288,330,166128800,1661289
308676,1,30867600,308677
46644,559,4664400,46645
1035008,22,103500800,1035009
1795275,888,179527500,1795276
710992,773,71099200,710982
210675,821,21067500,210676
1398958,220,139895800,1398959
852557,489,85255700,852558
1049650,882,104965000,1049651
170698,390,17069800,170699
1249787,469,124978700,1249788
934351,903,93435100,934352
917991,795,91799100,917992
472522,768,47252200,472523
1721564,535,172156400,1721565
1230952,892,123095200,1230953
170761,115,17076100,170762
1073708,12,107370800,1073709
1083128,837,108312800,1083129
216289,974,21628900,216290
266957,5,26695700,266947
3405,240,340500,3406
205532,985,20553200,205533
47360,741,4736000,47361
1738908,300,173890800,1738909
1841029,999,184102900,1841030
1816792,355,181679200,1816793
1355516,937,135551600,1355517
232883,535,23288300,232884
361170,498,36117000,361171
669201,953,66920100,669202
409640,530,40964000,409641
280495,282,28049500,280496
1685937,559,168593700,1685938
1217909,312,121790900,1217910
183030,112,18303000,183031
305167,70,30516700,305168
1121653,686,112165300,1121654
371675,11,37167500,371676
201587,299,20158700,201588
117416,679,11741600,117417
464935,231,46493500,464936
48916,971,4891600,48906
1117616,884,111761600,1117617
110965,819,11096500,110955
554106,15,55410600,554107
1964218,467,196421800,1964219
324159,965,32415900,324160
1159811,330,115981100,1159812
149527,308,14952700,149528
849807,376,84980700,849808
1290567,303,129056700,1290568
1309863,160,130986300,1309864
1061128,514,106112800,1061129
210331,527,21033100,210332
1213901,991,121390100,1213902
657979,880,65797900,657980
626890,863,62689000,626891
1552149,232,155214900,1552150
508498,458,50849800,508499
983445,72,98344500,983446
139337,508,13933700,139338
22563,809,2256300,22564
395488,341,39548800,395489
390220,106,39022000,390221
1327719,891,132771900,1327720
587370,640,58737000,587371
887592,947,88759200,887593
1209550,449,120955000,1209551
1681726,439,168172600,1681727
1773028,421,177302800,1773029
1682238,819,168223800,1682239
31312,271,3131200,31313
1374647,472,137464700,1374648
1181635,759,118163500,1181636
18178,47,1817800,18179
530631,54,53063100,530632
1351854,610,135185400,1351855
389937,244,38993700,389938
1567379,343,156737900,1567380
10886,2,1088600,10887
1579556,208,157955600,1579557
671964,217,67196400,671965
1089618,532,108961800,1089619
333122,799,33312200,333123
561561,493,56156100,561562
500162,476,50016200,500163
37854,924,3785400,37855
805526,592,80552600,805527
1583877,640,158387700,1583878
1422091,583,142209100,1422092
254504,835,25450400,254505
1718245,176,171824500,1718246
1058374,600,105837400,1058375
1855279,873,185527900,1855280
1540020,938,154002000,1540021
1904177,539,190417700,1904178
485715,514,48571500,485716
1998861,869,199886100,1998862
517076,924,51707600,517077
440194,316,44019400,440195
1459127,981,145912700,1459128
1980607,881,198060700,1980608
513089,106,51308900,513090
1762671,983,176267100,1762672
1769695,347,176969500,1769696
1537699,32,153769900,1537700
1094800,5,109480000,1094801
1407303,3,140730300,1407293
1479828,958,147982800,1479829
631056,949,63105600,631057
1520869,460,152086900,1520870
571844,346,57184400,571845
400721,39,40072100,400722
1623429,958,162342900,1623430
218045,343,21804500,218046
1716125,743,171612500,1716126
1546585,793,154658500,1546586
63547,959,6354700,63548
1311753,164,131175300,1311754
184595,941,18459500,184596
1929715,774,192971500,1929716
756755,922,75675500,756756
1850389,516,185038900,1850390
1705230,76,170523000,1705231
646265,959,64626500,646266
1390629,634,139062900,1390630
1229573,970,122957300,1229574
1929434,307,192943400,1929435
748690,907,74869000,748691
1092572,470,109257200,1092573
774345,560,77434500,774346
798972,832,79897200,798973
993168,755,99316800,993158
753200,863,75320000,753201
575895,11,57589500,575896
1046320,146,104632000,1046321
951179,722,95117900,951180
288325,686,28832500,288326
148989,250,14898900,148990
1433678,643,143367800,1433679
1772104,778,177210400,1772105
881247,86,88124700,881248
1786078,978,178607800,1786079
1905574,809,190557400,1905575
109629,5,10962900,109630
748111,350,74811100,748112
1105453,210,110545300,1105454
1573316,701,157331600,1573317
1252311,455,125231100,1252312
1967776,51,196777600,1967777
309132,732,30913200,309133
1119149,919,111914900,1119139
1841160,21,184116000,1841161
888900,932,88890000,888901
1762494,709,176249400,1762495
607266,501,60726600,607267
1298319,91,129831900,1298320
1467832,107,146783200,1467833
1937394,249,193739400,1937395
1598470,336,159847000,1598471
708831,672,70883100,708832
597189,135,59718900,597190
326806,654,32680600,326807
208359,355,20835900,208360
1370656,236,137065600,1370657
1111042,801,111104200,1111043
1561768,361,156176800,1561769
614557,251,61455700,614558
1346818,62,134681800,1346819
1645678,589,164567800,1645679
392741,747,39274100,392742
591834,296,59183400,591835
132130,997,13213000,132131
669905,976,66990500,669906
319352,757,31935200,319353
1153483,188,115348300,1153484
1293732,88,129373200,1293733
854225,87,85422500,854226
1307338,308,130733800,1307339
1927579,979,192757900,1927580
228985,967,22898500,228986
58413,395,5841300,58414
1359499,540,135949900,1359500
285315,754,28531500,285316
1219736,904,121973600,1219737
385622,17,38562200,385623
296871,198,29687100,296872
771950,630,77195000,771951
512089,922,51208900,512090
1287899,445,128789900,1287900
118041,226,11804100,118042
1559934,210,155993400,1559935
369213,766,36921300,369214
579993,731,57999300,579994
1200505,85,120050500,1200506
1031891,608,103189100,1031892
916139,597,91613900,916140
1864908,49,186490800,1864909
957182,578,95718200,957183
651721,772,65172100,651722
1458465,48,145846500,1458466
109697,726,10969700,109698
1457922,548,145792200,1457923
837943,424,83794300,837944
97227,486,9722700,97228
1666770,314,166677000,1666771
1708606,855,170860600,1708607
260141,845,26014100,260142
1631523,613,163152300,1631524
41352,259,4135200,41353
1459570,336,145957000,1459571
732387,662,73238700,732388
421278,665,42127800,421279
91396,176,9139600,91397
369465,139,36946500,369466
24924,741,2492400,24925
1041460,738,104146000,1041461
1755187,456,175518700,1755188
673250,161,67325000,673251
1786456,764,178645600,1786457
795227,590,79522700,795228
1333130,543,133313000,1333131
877586,57,87758600,877576
112026,246,11202600,112027
363190,90,36319000,363191
1129735,892,112973500,1129736
1178295,771,117829500,1178296
653945,78,65394500,653946
1922163,564,192216300,1922153
466979,698,46697900,466980
1564344,802,156434400,1564345
550825,407,55082500,550826
573412,470,57341200,573413
1572608,353,157260800,1572609
492719,897,49271900,492709
530592,229,53059200,530593
586303,685,58630300,586304
175942,35,17594200,175943
1627417,628,162741700,1627418
945320,465,94532000,945321
34742,899,3474200,34743
898251,909,89825100,898252
1387382,905,138738200,1387383
1284822,225,128482200,1284823
342821,873,34282100,342822
1233220,843,123322000,1233221
607975,574,60797500,607976
136453,251,13645300,136454
208715,109,20871500,208716
1660804,971,166080400,1660805
628215,234,62821500,628216
718175,391,71817500,718176
515561,630,51556100,515562
1877733,506,187773300,1877734
590586,545,59058600,590587
1279772,745,127977200,1279773
135084,484,13508400,135085
1973756,982,197375600,1973757
860068,704,86006800,860069
357965,152,35796500,357966
261573,445,26157300,261574
697591,466,69759100,697592
651622,776,65162200,651623
1252488,946,125248800,1252489
1370859,722,137085900,1370860
61970,336,6197000,61971
429012,713,42901200,429002
1695745,6,169574500,1695746
752362,238,75236200,752363
1890638,243,189063800,1890639
1688234,151,168823400,1688235
174285,811,17428500,174286
579341,21,57934100,579342
623934,509,62393400,623935
206033,534,20603300,206034
588636,450,58863600,588637
1811526,858,181152600,1811527
1467655,991,146765500,1467656
1868056,11,186805600,1868057
29767,265,2976700,29768
845188,329,84518800,845189
1006504,348,100650400,1006505
745271,803,74527100,745272
535978,20,53597800,535979
1870999,997,187099900,1871000
1072911,5,107291100,1072912
705967,388,70596700,705968
70143,187,7014300,70144
1784661,856,178466100,1784662
666912,767,66691200,666913
757516,260,75751600,757517
387729,922,38772900,387730
45206,277,4520600,45207
656803,472,65680300,656804
1399826,473,139982600,1399827
677164,669,67716400,677165
1541298,40,154129800,1541299
1961083,712,196108300,1961084
2827,350,282700,2828
777393,512,77739300,777394
1070255,935,107025500,1070256
1832187,670,183218700,1832188
878887,24,87888700,878888
1729886,144,172988600,1729887
1632556,109,163255600,1632557
1874723,470,187472300,1874724
279522,650,27952200,279523
483712,285,48371200,483713
1750128,227,175012800,1750129
670722,550,67072200,670723
1570250,823,157025000,1570251
1913021,25,191302100,1913022
1837129,541,183712900,1837130
857886,903,85788600,857887
1826894,590,182689400,1826895
706369,110,70636900,706370
207334,213,20733400,207335
1124306,816,112430600,1124307
1899442,602,189944200,1899443
1736490,334,173649000,1736491
906105,544,90610500,906106
202475,669,20247500,202476
1637600,174,163760000,1637601
416769,267,41676900,416770
497039,925,49703900,497040
793615,628,79361500,793616
819303,497,81930300,819304
1088612,307,108861200,1088613
1849446,77,184944600,1849447
1434075,525,143407500,1434076
1868449,654,186844900,1868450
487979,766,48797900,487980
1513264,840,151326400,1513265
329884,285,32988400,329885
1914609,281,191460900,1914610
532741,289,53274100,532742
1170565,373,117056500,1170566
422712,526,42271200,422713
1789030,499,178903000,1789031
1786703,657,178670300,1786704
414725,531,41472500,414726
211458,848,21145800,211459
252658,54,25265800,252648
1216519,28,121651900,1216520
1648177,585,164817700,1648178
818126,590,81812600,818127
1529118,289,152911800,1529119
320521,193,32052100,320522
1405917,507,140591700,1405918
453107,48,45310700,453108
1363794,883,136379400,1363795
1286188,194,128618800,1286189
721313,636,72131300,721314
192588,182,19258800,192589
991876,392,99187600,991877
562407,966,56240700,562408
875743,121,87574300,875744
1129247,210,112924700,1129248
953221,402,95322100,953222
117344,114,11734400,117345
1124969,456,112496900,1124970
1001627,861,100162700,1001628
6550,746,655000,6551
1748045,845,174804500,1748046
1735934,655,173593400,1735935
9697,171,969700,9698
613944,559,61394400,613945
1573183,472,157318300,1573184
1189859,120,118985900,1189860
955145,495,95514500,955146
37599,311,3759900,37600
1794314,395,179431400,1794315
127081,739,12708100,127082
1663085,144,166308500,1663086
336404,325,33640400,336405
1714783,55,171478300,1714784
786432,48,78643200,786433
560018,65,56001800,560019
270460,702,27046000,270461
1715127,531,171512700,1715128
832901,568,83290100,832902
498012,798,49801200,498013
1740439,885,174043900,1740440
1635050,601,163505000,1635051
1894001,369,189400100,1894002
